Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Categoria_Desempenho,Faixa_Frequencia,Horas_Estudadas_Normalizado
12,72,Médio,Médio,Não,8,67,Baixo,Sim,4,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,63,Baixo,Média,-1.3314092672913058
31,63,Baixo,Alto,Sim,7,74,Baixo,Sim,3,Médio,Médio,Público,Negativo,2,Não,Faculdade,Moderado,Masculino,66,Médio,Média,1.8404693418385496
8,97,Médio,Alto,Sim,8,87,Médio,Sim,0,Médio,Médio,Público,Positivo,2,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,-1.9991731850028542
30,75,Médio,Médio,Não,8,73,Alto,Sim,1,Médio,Médio,Público,Negativo,3,Não,Faculdade,Perto,Masculino,69,Médio,Média,1.6735283624106625
21,83,Médio,Médio,Sim,8,75,Alto,Sim,1,Baixo,Alto,Público,Neutro,2,Não,Ensino Médio,Longe,Masculino,67,Médio,Alta,0.17105954755967837
19,92,Médio,Médio,Sim,5,85,Médio,Sim,1,Médio,Alto,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.16282241129609587
17,73,Alto,Alto,Sim,7,92,Médio,Sim,2,Alto,Médio,Privado,Negativo,2,Não,Ensino Médio,Moderado,Masculino,67,Médio,Média,-0.49670437015187013
22,89,Alto,Médio,Não,6,76,Médio,Sim,2,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,0.3380005269875655
20,65,Alto,Alto,Sim,6,97,Médio,Sim,0,Baixo,Baixo,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,65,Baixo,Média,0.0041185681317912485
27,72,Médio,Baixo,Não,4,68,Médio,Não,0,Médio,Alto,Público,Negativo,3,Sim,Faculdade,Perto,Masculino,63,Baixo,Média,1.1727054241270012
21,66,Médio,Médio,Sim,7,63,Médio,Sim,0,Alto,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,64,Baixo,Média,0.17105954755967837
21,92,Alto,Médio,Sim,4,85,Baixo,Sim,1,Alto,Médio,Público,Negativo,3,Não,Ensino Médio,Longe,Masculino,69,Médio,Alta,0.17105954755967837
18,69,Baixo,Médio,Não,8,59,Baixo,Não,1,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Perto,Feminino,60,Baixo,Média,-0.329763390723983
20,89,Baixo,Médio,Sim,9,95,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,0.0041185681317912485
22,98,Médio,Baixo,Sim,8,69,Médio,Sim,4,Alto,Médio,Privado,Positivo,2,Não,Ensino Médio,Perto,Feminino,72,Médio,Alta,0.3380005269875655
10,81,Médio,Baixo,Sim,7,85,Baixo,Sim,1,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Perto,Masculino,63,Baixo,Alta,-1.66529122614708
12,82,Baixo,Médio,Não,9,79,Alto,Sim,0,Baixo,Médio,Privado,Positivo,2,Não,Faculdade,Moderado,Feminino,63,Baixo,Alta,-1.3314092672913058
24,78,Alto,Baixo,Sim,7,53,Alto,Sim,0,Médio,Médio,Público,Neutro,4,Sim,Ensino Médio,Perto,Masculino,66,Médio,Média,0.6718824858433398
21,73,Médio,Médio,Não,6,85,Médio,Sim,6,Médio,Alto,Público,Neutro,5,Não,Faculdade,Perto,Masculino,70,Médio,Média,0.17105954755967837
19,79,Médio,Alto,Sim,7,90,Médio,Sim,1,Alto,Médio,Público,Negativo,4,Não,Faculdade,Longe,Feminino,68,Médio,Média,-0.16282241129609587
20,84,Médio,Médio,Sim,10,99,Baixo,Sim,2,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,0.0041185681317912485
22,99,Médio,Médio,Sim,5,71,Alto,Sim,0,Médio,Alto,Público,Neutro,4,Não,Faculdade,Perto,Feminino,72,Médio,Alta,0.3380005269875655
17,98,Baixo,Alto,Não,5,75,Baixo,Sim,1,Baixo,Baixo,Privado,Positivo,3,Sim,Faculdade,Perto,Masculino,67,Médio,Alta,-0.49670437015187013
15,94,Baixo,Médio,Não,8,94,Baixo,Sim,1,Alto,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,68,Médio,Alta,-0.8305863290076444
21,96,Médio,Alto,Não,7,63,Médio,Sim,1,Médio,Médio,Privado,Negativo,2,Não,Pós-Graduação,Longe,Feminino,70,Médio,Alta,0.17105954755967837
14,79,Alto,Médio,Sim,6,59,Médio,Sim,5,Médio,Alto,Público,Positivo,3,Não,Pós-Graduação,Longe,Masculino,68,Médio,Média,-0.9975273084355315
22,86,Médio,Médio,Sim,5,57,Alto,Sim,2,Médio,Médio,Público,Positivo,3,Não,Faculdade,Moderado,Masculino,69,Médio,Alta,0.3380005269875655
10,96,Médio,Médio,Não,4,99,Médio,Sim,1,Médio,Médio,Privado,Negativo,5,Não,Faculdade,Perto,Feminino,68,Médio,Alta,-1.66529122614708
26,76,Médio,Médio,Não,5,64,Baixo,Sim,0,Médio,Médio,Público,Positivo,5,Não,Faculdade,Longe,Feminino,66,Médio,Média,1.005764444699114
23,98,Médio,Médio,Não,9,88,Alto,Sim,1,Baixo,Médio,Público,Negativo,4,Não,Pós-Graduação,Moderado,Feminino,72,Médio,Alta,0.5049415064154527
22,77,Médio,Médio,Sim,7,72,Médio,Sim,2,Médio,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,0.3380005269875655
26,84,Baixo,Alto,Não,4,62,Médio,Não,3,Alto,Alto,Público,Positivo,2,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,1.005764444699114
30,88,Alto,Médio,Sim,9,96,Médio,Sim,1,Médio,Alto,Privado,Neutro,3,Sim,Ensino Médio,Perto,Masculino,73,Médio,Alta,1.6735283624106625
26,98,Médio,Baixo,Sim,9,73,Alto,Sim,1,Alto,Baixo,Público,Neutro,6,Não,Pós-Graduação,Moderado,Masculino,73,Médio,Alta,1.005764444699114
9,70,Médio,Médio,Não,9,78,Baixo,Sim,1,Médio,Baixo,Público,Neutro,2,Não,Ensino Médio,Perto,Feminino,60,Baixo,Média,-1.8322322055749671
12,90,Médio,Alto,Não,6,61,Baixo,Sim,2,Médio,Alto,Público,Neutro,3,Não,Faculdade,Perto,Masculino,67,Médio,Alta,-1.3314092672913058
16,81,Alto,Médio,Sim,7,66,Médio,Sim,3,Alto,Alto,Privado,Positivo,4,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,-0.6636453495797573
20,71,Médio,Baixo,Não,7,87,Alto,Sim,1,Médio,Médio,Público,Negativo,5,Não,Ensino Médio,Perto,Masculino,65,Baixo,Média,0.0041185681317912485
23,91,Baixo,Alto,Sim,9,67,Baixo,Sim,2,Baixo,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,0.5049415064154527
16,82,Alto,Alto,Sim,6,75,Baixo,Sim,3,Médio,Médio,Público,Neutro,3,Não,Faculdade,Moderado,Feminino,68,Médio,Alta,-0.6636453495797573
21,86,Médio,Baixo,Não,6,56,Médio,Sim,1,Baixo,Alto,Privado,Negativo,2,Não,Faculdade,Perto,Feminino,66,Médio,Alta,0.17105954755967837
15,73,Baixo,Alto,Sim,8,93,Médio,Sim,1,Baixo,Alto,Público,Positivo,4,Não,Faculdade,Longe,Masculino,65,Baixo,Média,-0.8305863290076444
16,79,Baixo,Médio,Sim,9,87,Médio,Sim,1,Baixo,Médio,Público,Neutro,2,Não,Faculdade,Moderado,Feminino,64,Baixo,Média,-0.6636453495797573
12,85,Alto,Alto,Sim,7,88,Alto,Sim,1,Baixo,Médio,Público,Neutro,0,Não,Faculdade,Longe,Feminino,67,Médio,Alta,-1.3314092672913058
14,76,Alto,Médio,Sim,8,59,Baixo,Sim,3,Médio,Médio,Privado,Neutro,5,Não,Ensino Médio,Moderado,Masculino,65,Baixo,Média,-0.9975273084355315
12,68,Alto,Alto,Sim,7,75,Médio,Sim,1,Médio,Baixo,Privado,Positivo,4,Não,Ensino Médio,Perto,Masculino,64,Baixo,Média,-1.3314092672913058
14,98,Alto,Alto,Não,7,51,Médio,Sim,0,Médio,Baixo,Público,Positivo,1,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,-0.9975273084355315
26,80,Médio,Baixo,Sim,6,66,Médio,Sim,2,Alto,Médio,Público,Neutro,4,Não,Pós-Graduação,Perto,Masculino,70,Médio,Média,1.005764444699114
14,89,Médio,Baixo,Sim,5,67,Baixo,Não,3,Baixo,Baixo,Privado,Neutro,3,Não,Ensino Médio,Longe,Feminino,63,Baixo,Alta,-0.9975273084355315
36,76,Médio,Médio,Não,6,96,Médio,Sim,1,Baixo,Médio,Privado,Neutro,2,Não,Faculdade,Perto,Masculino,71,Médio,Média,2.675174238977985
23,74,Alto,Baixo,Não,6,100,Baixo,Sim,2,Alto,Baixo,Privado,Positivo,3,Não,Ensino Médio,Perto,Masculino,68,Médio,Média,0.5049415064154527
21,76,Médio,Médio,Não,7,81,Médio,Sim,0,Médio,Alto,Privado,Positivo,2,Não,Faculdade,Moderado,Feminino,67,Médio,Média,0.17105954755967837
15,76,Alto,Alto,Sim,9,76,Médio,Sim,1,Médio,Alto,Público,Neutro,2,Não,Pós-Graduação,Longe,Feminino,67,Médio,Média,-0.8305863290076444
24,82,Baixo,Médio,Sim,7,72,Médio,Sim,0,Médio,Alto,Público,Positivo,2,Não,Pós-Graduação,Moderado,Feminino,68,Médio,Alta,0.6718824858433398
17,82,Alto,Médio,Não,6,51,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Pós-Graduação,Moderado,Masculino,66,Médio,Alta,-0.49670437015187013
21,80,Médio,Médio,Sim,8,90,Médio,Sim,0,Médio,Médio,Público,Negativo,4,Não,Faculdade,Perto,Masculino,68,Médio,Média,0.17105954755967837
35,65,Alto,Médio,Sim,7,84,Alto,Sim,0,Médio,Médio,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,70,Médio,Média,2.508233259550098
19,80,Baixo,Baixo,Não,8,82,Médio,Sim,5,Baixo,Baixo,Público,Positivo,3,Não,Faculdade,Perto,Masculino,67,Médio,Média,-0.16282241129609587
27,67,Baixo,Médio,Sim,6,90,Médio,Sim,2,Alto,Alto,Privado,Neutro,3,Não,Ensino Médio,Moderado,Masculino,67,Médio,Média,1.1727054241270012
16,65,Baixo,Alto,Não,9,96,Baixo,Sim,2,Baixo,Médio,Público,Negativo,2,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,-0.6636453495797573
20,97,Médio,Alto,Não,9,69,Baixo,Sim,0,Baixo,Baixo,Público,Negativo,3,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.0041185681317912485
31,84,Médio,Alto,Não,7,71,Baixo,Sim,4,Baixo,Médio,Público,Negativo,4,Não,Ensino Médio,Longe,Masculino,70,Médio,Alta,1.8404693418385496
16,86,Alto,Alto,Não,8,99,Médio,Sim,4,Baixo,Alto,Privado,Neutro,4,Não,Faculdade,Perto,Masculino,72,Médio,Alta,-0.6636453495797573
31,76,Médio,Médio,Sim,9,83,Médio,Sim,2,Alto,Médio,Privado,Negativo,3,Não,Ensino Médio,Moderado,Feminino,70,Médio,Média,1.8404693418385496
24,96,Baixo,Alto,Não,6,93,Médio,Sim,2,Baixo,Médio,Público,Neutro,2,Não,Ensino Médio,Moderado,Feminino,94,Alto,Alta,0.6718824858433398
17,86,Médio,Médio,Não,7,61,Médio,Não,2,Alto,Médio,Público,Positivo,3,Não,Ensino Médio,Moderado,Masculino,66,Médio,Alta,-0.49670437015187013
24,91,Baixo,Baixo,Sim,7,66,Alto,Sim,2,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,0.6718824858433398
26,75,Alto,Médio,Não,5,70,Baixo,Sim,0,Alto,Baixo,Privado,Neutro,2,Não,Pós-Graduação,Perto,Masculino,68,Médio,Média,1.005764444699114
24,98,Alto,Baixo,Não,8,66,Alto,Sim,2,Baixo,Médio,Público,Positivo,1,Não,Ensino Médio,Moderado,Masculino,71,Médio,Alta,0.6718824858433398
11,93,Alto,Médio,Não,9,94,Médio,Sim,4,Baixo,Alto,Público,Neutro,4,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,-1.498350246719193
16,94,Médio,Médio,Não,7,76,Baixo,Sim,2,Médio,Médio,Público,Neutro,3,Sim,Ensino Médio,Perto,Feminino,67,Médio,Alta,-0.6636453495797573
19,67,Baixo,Médio,Sim,8,98,Médio,Sim,2,Baixo,Médio,Privado,Negativo,2,Não,Pós-Graduação,Perto,Feminino,64,Baixo,Média,-0.16282241129609587
20,71,Médio,Médio,Sim,9,66,Médio,Sim,1,Médio,Baixo,Privado,Negativo,5,Sim,Faculdade,Perto,Feminino,63,Baixo,Média,0.0041185681317912485
24,71,Médio,Alto,Sim,6,52,Médio,Sim,2,Médio,Médio,Privado,Neutro,3,Não,Faculdade,Longe,Feminino,66,Médio,Média,0.6718824858433398
21,71,Alto,Médio,Sim,8,57,Baixo,Não,2,Alto,Médio,Público,Positivo,1,Não,Pós-Graduação,Perto,Feminino,66,Médio,Média,0.17105954755967837
12,94,Baixo,Alto,Sim,6,61,Médio,Sim,3,Alto,Alto,Público,Neutro,4,Não,Faculdade,Perto,Masculino,69,Médio,Alta,-1.3314092672913058
22,61,Baixo,Baixo,Sim,6,82,Baixo,Sim,4,Médio,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Feminino,64,Baixo,Média,0.3380005269875655
24,63,Alto,Médio,Não,8,59,Baixo,Sim,1,Baixo,Médio,Público,Neutro,3,Sim,Ensino Médio,Perto,Masculino,62,Baixo,Média,0.6718824858433398
23,71,Médio,Médio,Sim,7,69,Alto,Sim,3,Baixo,Médio,Público,Positivo,5,Sim,Ensino Médio,Longe,Feminino,66,Médio,Média,0.5049415064154527
26,68,Médio,Alto,Sim,8,90,Médio,Sim,4,Baixo,Alto,Privado,Neutro,3,Não,Ensino Médio,Perto,Masculino,70,Médio,Média,1.005764444699114
25,69,Alto,Médio,Sim,7,56,Médio,Sim,2,Baixo,Médio,Privado,Neutro,4,Não,Ensino Médio,Perto,Masculino,67,Médio,Média,0.8388234652712269
23,92,Baixo,Médio,Não,8,54,Médio,Sim,0,Alto,Baixo,Público,Positivo,1,Não,Pós-Graduação,Perto,Feminino,68,Médio,Alta,0.5049415064154527
20,83,Alto,Baixo,Não,9,77,Alto,Sim,0,Baixo,Médio,Público,Positivo,3,Sim,Ensino Médio,Perto,Masculino,67,Médio,Alta,0.0041185681317912485
10,60,Médio,Médio,Não,9,85,Médio,Sim,0,Médio,Alto,Público,Positivo,4,Não,Pós-Graduação,Perto,Masculino,62,Baixo,Baixa,-1.66529122614708
23,77,Baixo,Médio,Sim,8,96,Médio,Sim,1,Alto,Médio,Privado,Neutro,1,Sim,Faculdade,Perto,Masculino,67,Médio,Média,0.5049415064154527
21,76,Médio,Alto,Sim,8,83,Médio,Sim,0,Baixo,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,68,Médio,Média,0.17105954755967837
22,65,Baixo,Médio,Não,7,97,Baixo,Sim,2,Médio,Alto,Privado,Neutro,4,Não,Ensino Médio,Moderado,Feminino,64,Baixo,Média,0.3380005269875655
12,87,Médio,Baixo,Sim,7,62,Médio,Não,2,Médio,Médio,Público,Neutro,4,Não,Ensino Médio,Perto,Feminino,64,Baixo,Alta,-1.3314092672913058
14,88,Médio,Médio,Não,8,67,Médio,Sim,2,Alto,Baixo,Público,Neutro,3,Não,Pós-Graduação,Longe,Masculino,66,Médio,Alta,-0.9975273084355315
26,89,Médio,Baixo,Sim,7,92,Médio,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,72,Médio,Alta,1.005764444699114
20,89,Médio,Alto,Sim,8,91,Médio,Sim,2,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Feminino,72,Médio,Alta,0.0041185681317912485
24,60,Médio,Alto,Sim,9,83,Alto,Sim,2,Médio,Baixo,Público,Positivo,3,Sim,Ensino Médio,Perto,Masculino,66,Médio,Baixa,0.6718824858433398
20,98,Baixo,Médio,Não,7,75,Alto,Sim,4,Médio,Médio,Privado,Positivo,1,Não,Faculdade,Perto,Masculino,72,Médio,Alta,0.0041185681317912485
20,93,Alto,Médio,Sim,4,51,Baixo,Sim,1,Médio,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,0.0041185681317912485
26,96,Alto,Alto,Sim,10,64,Baixo,Sim,2,Médio,Médio,Privado,Neutro,3,Sim,Ensino Médio,Perto,Feminino,72,Médio,Alta,1.005764444699114
17,61,Baixo,Baixo,Sim,6,58,Médio,Sim,1,Médio,Alto,Público,Neutro,4,Não,Ensino Médio,Perto,Masculino,60,Baixo,Média,-0.49670437015187013
21,97,Médio,Médio,Sim,7,53,Médio,Sim,0,Alto,Médio,Público,Neutro,2,Não,Ensino Médio,Moderado,Masculino,69,Médio,Alta,0.17105954755967837
17,92,Médio,Alto,Não,8,89,Médio,Sim,0,Baixo,Baixo,Público,Positivo,3,Sim,Ensino Médio,Perto,Masculino,68,Médio,Alta,-0.49670437015187013
17,93,Baixo,Médio,Sim,9,57,Alto,Sim,3,Baixo,Alto,Privado,Neutro,2,Não,Faculdade,Perto,Masculino,69,Médio,Alta,-0.49670437015187013
18,64,Médio,Baixo,Sim,10,68,Baixo,Sim,1,Baixo,Médio,Público,Positivo,5,Não,Ensino Médio,Perto,Masculino,62,Baixo,Média,-0.329763390723983
21,90,Médio,Médio,Sim,6,99,Baixo,Sim,2,Baixo,Alto,Público,Positivo,2,Não,Ensino Médio,Moderado,Masculino,71,Médio,Alta,0.17105954755967837
17,98,Médio,Alto,Sim,9,70,Baixo,Sim,1,Alto,Médio,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,70,Médio,Alta,-0.49670437015187013
28,87,Baixo,Baixo,Sim,7,57,Médio,Sim,2,Médio,Alto,Privado,Negativo,4,Não,Ensino Médio,Moderado,Masculino,68,Médio,Alta,1.3396464035548883
15,83,Alto,Médio,Sim,10,84,Médio,Sim,1,Alto,Alto,Público,Negativo,2,Não,Faculdade,Perto,Masculino,68,Médio,Alta,-0.8305863290076444
19,98,Médio,Alto,Não,9,90,Baixo,Não,1,Alto,Médio,Privado,Positivo,2,Não,Faculdade,Longe,Feminino,70,Médio,Alta,-0.16282241129609587
17,78,Médio,Alto,Não,7,64,Médio,Sim,0,Baixo,Médio,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,65,Baixo,Média,-0.49670437015187013
29,84,Alto,Médio,Sim,6,90,Médio,Sim,0,Médio,Alto,Público,Positivo,3,Não,Pós-Graduação,Longe,Masculino,73,Médio,Alta,1.5065873829827754
21,79,Alto,Médio,Não,4,64,Baixo,Sim,0,Baixo,Alto,Público,Negativo,4,Não,Faculdade,Moderado,Masculino,66,Médio,Média,0.17105954755967837
26,97,Médio,Médio,Não,8,85,Baixo,Não,2,Alto,Baixo,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,71,Médio,Alta,1.005764444699114
11,63,Alto,Médio,Sim,9,56,Alto,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Feminino,62,Baixo,Média,-1.498350246719193
22,80,Médio,Médio,Sim,8,71,Alto,Sim,2,Baixo,Médio,Privado,Positivo,3,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,0.3380005269875655
25,87,Médio,Alto,Não,4,76,Baixo,Sim,1,Baixo,Alto,Público,Positivo,4,Não,Faculdade,Longe,Masculino,70,Médio,Alta,0.8388234652712269
20,92,Médio,Baixo,Não,5,86,Baixo,Sim,0,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Moderado,Feminino,68,Médio,Alta,0.0041185681317912485
26,83,Alto,Baixo,Sim,8,83,Médio,Sim,2,Baixo,Alto,Público,Neutro,2,Não,Faculdade,Perto,Feminino,71,Médio,Alta,1.005764444699114
17,96,Médio,Médio,Sim,10,93,Médio,Sim,2,Médio,Baixo,Público,Negativo,4,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,-0.49670437015187013
28,98,Médio,Médio,Sim,7,59,Médio,Sim,1,Baixo,Médio,Público,Positivo,3,Não,Ensino Médio,Perto,Masculino,72,Médio,Alta,1.3396464035548883
34,63,Médio,Alto,Sim,9,83,Médio,Sim,2,Médio,Alto,Público,Negativo,2,Não,Faculdade,Moderado,Masculino,69,Médio,Média,2.341292280122211
18,76,Médio,Alto,Não,5,56,Médio,Sim,1,Baixo,Baixo,Público,Negativo,2,Não,Faculdade,Moderado,Masculino,63,Baixo,Média,-0.329763390723983
17,61,Médio,Médio,Não,7,74,Alto,Sim,0,Médio,Médio,Público,Neutro,2,Não,Pós-Graduação,Perto,Feminino,62,Baixo,Média,-0.49670437015187013
29,73,Médio,Médio,Não,7,76,Médio,Sim,2,Baixo,Alto,Privado,Neutro,3,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,1.5065873829827754
29,81,Baixo,Médio,Sim,9,51,Baixo,Sim,2,Médio,Médio,Público,Positivo,5,Não,Pós-Graduação,Perto,Masculino,70,Médio,Alta,1.5065873829827754
17,96,Médio,Médio,Sim,6,54,Médio,Sim,1,Médio,Médio,Privado,Positivo,4,Não,Ensino Médio,Perto,Masculino,69,Médio,Alta,-0.49670437015187013
17,94,Médio,Médio,Não,10,92,Baixo,Sim,2,Baixo,Médio,Privado,Negativo,2,Não,Ensino Médio,Perto,Masculino,68,Médio,Alta,-0.49670437015187013
18,65,Alto,Médio,Sim,7,64,Médio,Sim,2,Alto,Médio,Público,Positivo,1,Não,Ensino Médio,Perto,Masculino,65,Baixo,Média,-0.329763390723983
12,64,Médio,Baixo,Não,5,67,Médio,Sim,3,Baixo,Médio,Privado,Positivo,2,Sim,Ensino Médio,Perto,Masculino,59,Baixo,Média,-1.3314092672913058
14,84,Médio,Médio,Não,5,82,Médio,Sim,3,Baixo,Médio,Público,Positivo,3,Não,Faculdade,Longe,Masculino,66,Médio,Alta,-0.9975273084355315
14,81,Alto,Médio,Não,6,61,Baixo,Sim,0,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Masculino,64,Baixo,Alta,-0.9975273084355315
15,71,Baixo,Médio,Não,8,60,Alto,Não,5,Baixo,Alto,Público,Positivo,4,Não,Ensino Médio,Longe,Feminino,63,Baixo,Média,-0.8305863290076444
20,96,Médio,Médio,Não,6,71,Médio,Sim,5,Baixo,Alto,Público,Neutro,3,Não,Faculdade,Perto,Masculino,72,Médio,Alta,0.0041185681317912485
21,97,Médio,Alto,Sim,6,53,Baixo,Sim,0,Baixo,Médio,Público,Negativo,3,Sim,Ensino Médio,Moderado,Masculino,67,Médio,Alta,0.17105954755967837
29,76,Médio,Médio,Não,8,96,Baixo,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Masculino,94,Alto,Média,1.5065873829827754
14,96,Médio,Alto,Sim,4,97,Baixo,Sim,2,Médio,Médio,Público,Negativo,3,Não,Ensino Médio,Perto,Feminino,70,Médio,Alta,-0.9975273084355315
26,75,Baixo,Médio,Não,6,72,Médio,Sim,0,Baixo,Alto,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,66,Médio,Média,1.005764444699114
19,89,Baixo,Médio,Sim,5,60,Baixo,Sim,4,Médio,Médio,Público,Positivo,2,Não,Pós-Graduação,Moderado,Feminino,69,Médio,Alta,-0.16282241129609587
20,79,Médio,Baixo,Sim,6,74,Baixo,Sim,2,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Longe,Masculino,64,Baixo,Média,0.0041185681317912485
24,65,Médio,Médio,Não,7,55,Baixo,Sim,1,Baixo,Alto,Privado,Positivo,3,Sim,Ensino Médio,Perto,Feminino,63,Baixo,Média,0.6718824858433398
13,97,Alto,Alto,Não,7,70,Médio,Sim,1,Baixo,Alto,Público,Neutro,4,Não,Pós-Graduação,Perto,Feminino,71,Médio,Alta,-1.1644682878634187
22,78,Alto,Médio,Não,7,54,Médio,Sim,1,Médio,Médio,Público,Negativo,3,Sim,Ensino Médio,Moderado,Masculino,65,Baixo,Média,0.3380005269875655
21,89,Baixo,Médio,Sim,9,85,Baixo,Sim,1,Médio,Médio,Público,Negativo,5,Não,Faculdade,Longe,Feminino,68,Médio,Alta,0.17105954755967837
23,75,Médio,Médio,Não,7,64,Alto,Sim,1,Baixo,Médio,Público,Negativo,3,Sim,Ensino Médio,Moderado,Masculino,64,Baixo,Média,0.5049415064154527
22,61,Baixo,Baixo,Sim,10,76,Alto,Sim,1,Alto,Alto,Público,Positivo,2,Não,Faculdade,Perto,Masculino,64,Baixo,Média,0.3380005269875655
35,64,Médio,Médio,Sim,8,51,Médio,Sim,2,Médio,Médio,Público,Negativo,5,Sim,Ensino Médio,Perto,Masculino,66,Médio,Média,2.508233259550098
16,80,Alto,Médio,Não,6,76,Médio,Sim,1,Médio,Alto,Público,Positivo,4,Não,Faculdade,Perto,Masculino,68,Médio,Média,-0.6636453495797573
17,88,Médio,Médio,Não,10,50,Médio,Sim,3,Baixo,Alto,Público,Neutro,5,Não,Faculdade,Moderado,Feminino,67,Médio,Alta,-0.49670437015187013
16,73,Baixo,Alto,Sim,7,96,Médio,Sim,1,Médio,Médio,Privado,Positivo,3,Não,Ensino Médio,Moderado,Feminino,66,Médio,Média,-0.6636453495797573
17,88,Médio,Médio,Sim,10,75,Médio,Sim,2,Médio,Médio,Público,Neutro,3,Não,Ensino Médio,Perto,Masculino,68,Médio,Alta,-0.49670437015187013
16,88,Baixo,Médio,Não,7,55,Médio,Sim,3,Baixo,Baixo,Público,Neutro,3,Não,Pós-Graduação,Perto,Masculino,66,Médio,Alta,-0.6636453495797573
27,88,Médio,Médio,Não,7,67,Médio,Sim,3,Alto,Médio,Público,Neutro,4,Não,Faculdade,Longe,Masculino,71,Médio,Alta,1.1727054241270012
29,80,Médio,Alto,Sim,8,52,Médio,Sim,4,Baixo,Médio,Público,Positivo,4,Não,Ensino Médio,Moderado,Feminino,71,Médio,Média,1.5065873829827754
17,97,Médio,Alto,Não,7,77,Médio,Sim,0,Baixo,Médio,Privado,Negativo,4,Não,Faculdade,Longe,Masculino,68,Médio,Alta,-0.49670437015187013
15,80,Alto,Baixo,Não,9,56,Alto,Sim,3,Médio,Médio,Público,Neutro,3,Sim,Ensino Médio,Perto,Feminino,64,Baixo,Média,-0.8305863290076444
23,78,Médio,Médio,Sim,10,74,Baixo,Sim,3,Médio,Médio,Público,Negativo,4,Não,Ensino Médio,Moderado,Masculino,67,Médio,Média,0.5049415064154527
17,68,Alto,Médio,Sim,4,65,Alto,Sim,0,Médio,Médio,Privado,Positivo,2,Não,Ensino Médio,Moderado,Masculino,64,Baixo,Média,-0.49670437015187013
24,72,Alto,Baixo,Sim,8,88,Alto,Sim,3,Baixo,Médio,Público,Positivo,2,Não,Ensino Médio,Perto,Feminino,68,Médio,Média,0.6718824858433398
21,62,Médio,Baixo,Não,6,74,Alto,Sim,0,Baixo,Alto,Privado,Positivo,3,Sim,Pós-Graduação,Longe,Masculino,62,Baixo,Média,0.17105954755967837
11,85,Médio,Baixo,Sim,4,92,Baixo,Sim,0,Médio,Alto,Público,Neutro,1,Não,Faculdade,Perto,Masculino,64,Baixo,Alta,-1.498350246719193
